"GLI1_UP.V1_DN","GLI1_UP.V1_UP","E2F1_UP.V1_DN","E2F1_UP.V1_UP","EGFR_UP.V1_DN","EGFR_UP.V1_UP","ERB2_UP.V1_DN","ERB2_UP.V1_UP","GCNP_SHH_UP_EARLY.V1_DN","GCNP_SHH_UP_EARLY.V1_UP","GCNP_SHH_UP_LATE.V1_DN","GCNP_SHH_UP_LATE.V1_UP","RAPA_EARLY_UP.V1_DN","RAPA_EARLY_UP.V1_UP","HINATA_NFKB_IMMU_INF","HINATA_NFKB_MATRIX","CYCLIN_D1_KE_.V1_DN","CYCLIN_D1_KE_.V1_UP","CYCLIN_D1_UP.V1_DN","CYCLIN_D1_UP.V1_UP","CSR_EARLY_UP.V1_DN","CSR_EARLY_UP.V1_UP","CSR_LATE_UP.V1_DN","CSR_LATE_UP.V1_UP","AKT_UP_MTOR_DN.V1_DN","AKT_UP_MTOR_DN.V1_UP","AKT_UP.V1_DN","AKT_UP.V1_UP","MTOR_UP.V1_DN","MTOR_UP.V1_UP","PIGF_UP.V1_DN","PIGF_UP.V1_UP","VEGF_A_UP.V1_DN","VEGF_A_UP.V1_UP","BCAT_GDS748_DN","BCAT_GDS748_UP","BCAT.100_UP.V1_DN","BCAT.100_UP.V1_UP","ATF2_S_UP.V1_DN","ATF2_S_UP.V1_UP","ATF2_UP.V1_DN","ATF2_UP.V1_UP","WNT_UP.V1_DN","WNT_UP.V1_UP","ATM_DN.V1_DN","ATM_DN.V1_UP","P53_DN.V2_DN","P53_DN.V2_UP","RELA_DN.V1_DN","RELA_DN.V1_UP","P53_DN.V1_DN","P53_DN.V1_UP","BCAT_BILD_ET_AL_DN","BCAT_BILD_ET_AL_UP","E2F3_UP.V1_DN","E2F3_UP.V1_UP","MYC_UP.V1_DN","MYC_UP.V1_UP","SRC_UP.V1_DN","SRC_UP.V1_UP","SNF5_DN.V1_DN","SNF5_DN.V1_UP","CAMP_UP.V1_DN","CAMP_UP.V1_UP","LTE2_UP.V1_DN","LTE2_UP.V1_UP","MEK_UP.V1_DN","MEK_UP.V1_UP","RAF_UP.V1_DN","RAF_UP.V1_UP","PRC1_BMI_UP.V1_DN","PRC1_BMI_UP.V1_UP","PRC2_EED_UP.V1_DN","PRC2_EED_UP.V1_UP","PRC2_EZH2_UP.V1_DN","PRC2_EZH2_UP.V1_UP","PRC2_SUZ12_UP.V1_DN","PRC2_SUZ12_UP.V1_UP","JNK_DN.V1_DN","JNK_DN.V1_UP","BRCA1_DN.V1_DN","BRCA1_DN.V1_UP","CTIP_DN.V1_DN","CTIP_DN.V1_UP","PKCA_DN.V1_DN","PKCA_DN.V1_UP","MTOR_UP.N4.V1_DN","MTOR_UP.N4.V1_UP","PTEN_DN.V2_DN","PTEN_DN.V2_UP","DCA_UP.V1_DN","DCA_UP.V1_UP","ESC_J1_UP_EARLY.V1_DN","ESC_J1_UP_EARLY.V1_UP","ESC_J1_UP_LATE.V1_DN","ESC_J1_UP_LATE.V1_UP","ESC_V6.5_UP_EARLY.V1_DN","ESC_V6.5_UP_EARLY.V1_UP","ESC_V6.5_UP_LATE.V1_DN","ESC_V6.5_UP_LATE.V1_UP","ALK_DN.V1_DN","ALK_DN.V1_UP","BMI1_DN_MEL18_DN.V1_DN","BMI1_DN_MEL18_DN.V1_UP","BMI1_DN.V1_DN","BMI1_DN.V1_UP","MEL18_DN.V1_DN","MEL18_DN.V1_UP","PTEN_DN.V1_DN","PTEN_DN.V1_UP","NOTCH_DN.V1_DN","NOTCH_DN.V1_UP","EIF4E_DN","EIF4E_UP","CRX_DN.V1_DN","CRX_DN.V1_UP","CRX_NRL_DN.V1_DN","CRX_NRL_DN.V1_UP","NRL_DN.V1_DN","NRL_DN.V1_UP","RB_DN.V1_DN","RB_DN.V1_UP","RB_P107_DN.V1_DN","RB_P107_DN.V1_UP","RB_P130_DN.V1_DN","RB_P130_DN.V1_UP","CAHOY_ASTROCYTIC","CAHOY_ASTROGLIAL","CAHOY_NEURONAL","CAHOY_OLIGODENDROCUTIC","RPS14_DN.V1_DN","RPS14_DN.V1_UP","IL15_UP.V1_DN","IL15_UP.V1_UP","IL2_UP.V1_DN","IL2_UP.V1_UP","IL21_UP.V1_DN","IL21_UP.V1_UP","PDGF_ERK_DN.V1_DN","PDGF_ERK_DN.V1_UP","PDGF_UP.V1_DN","PDGF_UP.V1_UP","TGFB_UP.V1_DN","TGFB_UP.V1_UP","YAP1_DN","YAP1_UP","SIRNA_EIF4GI_DN","SIRNA_EIF4GI_UP","HOXA9_DN.V1_DN","HOXA9_DN.V1_UP","SINGH_KRAS_DEPENDENCY_SIGNATURE_","STK33_DN","STK33_NOMO_DN","STK33_NOMO_UP","STK33_SKM_DN","STK33_SKM_UP","STK33_UP","KRAS.AMP.LUNG_UP.V1_DN","KRAS.AMP.LUNG_UP.V1_UP","KRAS.DF.V1_DN","KRAS.DF.V1_UP","TBK1.DF_DN","TBK1.DF_UP","TBK1.DN.48HRS_DN","TBK1.DN.48HRS_UP","NFE2L2.V2","CORDENONSI_YAP_CONSERVED_SIGNATURE","JAK2_DN.V1_DN","JAK2_DN.V1_UP","KRAS.300_UP.V1_DN","KRAS.300_UP.V1_UP","KRAS.50_UP.V1_DN","KRAS.50_UP.V1_UP","KRAS.600_UP.V1_DN","KRAS.600_UP.V1_UP","KRAS.600.LUNG.BREAST_UP.V1_DN","KRAS.600.LUNG.BREAST_UP.V1_UP","KRAS.BREAST_UP.V1_DN","KRAS.BREAST_UP.V1_UP","KRAS.KIDNEY_UP.V1_DN","KRAS.KIDNEY_UP.V1_UP","KRAS.LUNG_UP.V1_DN","KRAS.LUNG_UP.V1_UP","KRAS.LUNG.BREAST_UP.V1_DN","KRAS.LUNG.BREAST_UP.V1_UP","KRAS.PROSTATE_UP.V1_DN","KRAS.PROSTATE_UP.V1_UP","LEF1_UP.V1_DN","LEF1_UP.V1_UP"
,,"CPT1A","ARF3","E2F8","GBP2","MAD2L1","CA8","JPH3","STRN3","CD276","CD5","LMNA","COL5A2",,,"PCP4","ARCN1","DAZL","ADRA2B","ZNF500","PTGS2","PRRT2","NKX2-1","TNFRSF19","DHCR7","SIRT3","RIPK3","QPRT","CCL5","PIK3R2","SOCS5","KLF9","TRAF5",,,,,"EFEMP1","DIRAS3","DENND2D","PAFAH1B3","HEY1","TCF3","FGFBP1","ULBP2","BMP3","HS3ST2","GPR77","PRDM11","ZFYVE16","SDC4",,,"SLCO2B1","TIAM1","GALNTL6","TSFM","C8B","HDLBP","BNC1","LGALS3BP","CD83","TMEM116","UTP14A","KIF13B","PMS1","ITGB4","MYO1B","ACOX1","AANAT","TMEM187","ZNF446","CA6","NPAS1","HS3ST3A1","RFX2","TAS2R13","FAM110B","ECM2","PNMA3","FCGBP","NUPL1","APOB","NR1H4","SGK3","CHIC2","NFIL3","ADCK3","NAALAD2","SHMT1","CD27","VPS33B","HMX2","NOTUM","CD55","COL1A2","CA4","JAM2","FBXL20","DIO2","GNA15","ARSD","PIK3CG","SNX4","MICB","IRF9","CSPG4","ATP8B3","CPVL","OR2H1","GSTA3",,,"KDELR3","PDE6A","RASA2","CRYBB1","BST2","MLL3","UBA5","ST3GAL4","POLR3G","FKBP10","SPG11","CRTAC1",,,,,"SHMT1","EPS8L2","SESN1","HS3ST1","HKDC1","TNFRSF21","CMKLR1","FAT2","PISD","CCP110","HERC3","CDC6","LOC388397","TULP4",,,,,"CIDEB","NAGK",,"FDXR","MAP4K1","LRRC25","ABHD14B","PRKY","MTSS1","DXS542","SPP1","SIRPA","DKK1","RRN3","TGFA",,,"ORC1",,"RAX","HCRTR1","MAML3","LOC202181",,,"MAML3","LOC202181","MTHFR","OSGIN1","HIST1H4L","LYL1","MDFI","GPR19","SCN10A","GPR3","MTHFR","OSGIN1","ARPP21","LRRC15","HCFC1R1","DKK1"
,,"SEMA4B","CSTF2","TRIM24","BCL3","CASP6","ABCG1","MAP4K4","FEN1","MAP3K2","PSME4","CDH12","PDE2A",,,"GJA1","SNRPB2","TPM3","DRD5","OTUD1","SLC28A1","EPB41L4A-AS1","POLE3","AGPAT5","ZNF746","TYW1","MFSD4","PDE6H","TIPIN","ATP2B2","LARP4","EXO1","RAB40AL",,,,,"KIAA1199","GNA14","S100A3","PLCB4","HLA-DMB","HES5","SPTLC2","GHRHR","SNTB1","MMP3","CHIT1","SNAPC1","CD1D","PTPRH",,,"CXXC1P1","KHDRBS3","SRGAP2P2","LRRC61","DISP2","TMUB1","RIMKLB","TAP2","P2RY10","NDEL1","ZNF84","EHD3","SEC24D","BMP7","ABLIM1","PTPLA","SPTBN2","FPR3","ASF1B","RABGAP1L","MED18","ATF6","CCL19","MT4","KCNV2","TBX2","MC4R","B3GALT2","GPR172B","TEK","POU3F4","SCOC","ZNF682","SLC7A5","ABLIM2","SECTM1","IRAK4","TACR3","ZNF35","C14orf132","TLE4","LAMA1","GPX2","PTPN23","NEFL","STX2","DNASE1L2","TFEC","DOK5","TAGLN","ETV1","COL7A1","ESRP1","ITPR3","FOSL1","DSG3","ZNF74","HTN1",,,"TNFRSF13B","CCDC107","HEBP1","AHRR","ATOH7","CNOT3","CDC42SE2","MYC","COQ9","RFC5","EIF3J","ZNF428",,,,,"KIF2C","CASP1","CLGN","PTGER3","HDAC5","IRS1","CCL24","DNASE1L2","UNC50","RARS","ADRB3","HDLBP","SAP30","SMURF2",,,,,"NCAPD2","FYN",,"LRRK2","KDELC1","NUAK1","GRB14","TRIM23","C10orf46","HTR1D","ST8SIA2","PAPPA2","DDB2","YTHDF2","MYBL1",,,"C14orf177",,"ADAMTSL4","PCDHA9","MXRA8","MAP4K1",,,"MXRA8","MAP4K1","EMR1","ADAMTS6","SLC30A3","SPON2","LOC390998","PECAM1","STAG3L1","PDCD1LG2","EMR1","ADAMTS6","MUC4","TEX12","ALCAM","PLEKHF1"
,,"RASA3","PIGA","CHN1","CRISPLD2","RBBP8","DBNDD2","CD38","DIO1","DSCR8","IVNS1ABP","CCDC85B","C2orf72",,,"IL7R","FSHR","CASP2","NKG7","FAM46C","ILF2","SFTPB","SLC16A5","ABHD14A","DAZL","FAM115C","GIPC1","UGGT1","TRMT5","ENTPD2","AHCYL2","RAP1A","SH3BP2",,,,,"ABHD8","GRHL2","COMP","MELK","TSHB","CD96","CXCL3","HPR","HSF2BP","KRT14","RAB30","PRKG1","GFRA1","HIST1H2AE",,,"MMP3","EPB41L3","GJB5","NOP14","GFRA3","AAAS","ITGA7","RCC1","SYPL1","C1orf123","SLC1A1","ACOX2","MTIF2","EDN1","BAMBI","DUSP4","TNNT2","ERAP2","ARHGEF17","MRS2","WDR76","SRD5A1","ATP2A3","PRKY","PCDH9","IFNA2","CTDSP1","CHRNA6","FAM46C","TUBB1","SEMA6C","EGR4","VEZF1","ARL3","AHSA2","CD86","NOTCH2NL","PAK1IP1","DBR1","WBSCR27","KLF4","IGF2","PBX1","EPB41","C9orf82","ARFGAP3","CLCA1","TDO2","NMNAT2","SLC22A4","DOK5","ITGA3","GPD1L","SLC29A1","ADAM2","OR1A2","FSTL3","KLHL21",,,"TGM2","GPSM3","HES5","BBS9","MAP6","PLAGL2","RHOV","ZNF688","RBM8A","LIG1","TOMM34","SEMA6B",,,,,"TUBB2B","LY75","CRYGB","L1TD1","NAP1L2","TNFSF14","OR2F2","DIRAS3","MAPK3","PHLDA2","CCNT1","SEPT10","DDX58","SMTN",,,,,"MEX3D","IL10RA",,"PCYOX1","HEATR5A","BBS12","PAWR","RTN1","FCHO2","GNAT3","C3AR1","ZNF764","CHRNA5","MPHOSPH9","EIF2C3",,,"FECH",,"MYO15B","KRTAP5-9","AMBN","GABRA1",,,"AMBN","GABRA1","EPB41L4A","GRP","RBM17","KCNJ16","IFI30","CPE","ADD2","ASGR2","EPB41L4A","GRP","BEND5","SV2C","PF4","PTPRN2"
,,"GSTA4","BUB1","C5orf13","EDN1","ECT2","FGFR4","SLC22A6","SNAPC2","S100A13","MPHOSPH10","MEP1A","GPR31",,,"CXCL3","CA4","BRAF","HOXC5","YEATS2","D4S234E","TSKU","DIAPH3","POLM","GAK","CDH16","EDN1","THBS3","IFI30","VGF","STAM2","CDC27","KCNC3",,,,,"MGC4859","CXCL1","AK4","SCUBE3","CD48","PPYR1","FOXB1","SULT1C2","MMP16","CACNG2","SIGLEC5","MYBPC3","NID1","PPL",,,"GIPR","NPTX1","MEG3","PCDHB18","PRSS33","MMP16","FLYWCH2","SPI1","DGCR5","ANKHD1-EIF4EBP3","POT1","INSIG2","CALB2","TUBB2A","SLC24A3","NAV2","SNTG1","ZNF117","GALK1","BAZ2B","BARX1","ORAI2","SRSF11","PLEK2","NOVA1","PMEL","MS4A5","PRKACG","FMO5","OLFML2B","PROCR","CLEC4A","ZNF673","CDK16","MAP3K5","MPV17","KRT24","KIF17","USP38","GZMA","GNG3","CYR61","ANXA2","WIPF1","ESRRB","NUDT11","SLA","CHI3L1","MSRB2","BIRC3","TEX14","TMEM51","CDH22","CDCP1","SLC22A18AS","GDF10","DOC2A","DLGAP1",,,"C1QTNF6","JAG1","CLPB","SAP30","PRKCQ","BBS9","CXCR7","PLXNB2","CBR4","LOXL1","SCAMP1","KIF20A",,,,,"FBXO5","FUCA1","RETN","SH2D4A","MYLK","ADAM19","GPC3","ROR2","BCL7B","TSPAN9","DUSP10","URB2","PLA2G12A","C13orf15",,,,,"PSIP1","ZNF271",,"STX11","HES6","ZMYND11","PDCD2L","GPR34","TNFSF15","CACNA1F","CELA2B","RNF43","G6PD","PCYOX1","RABGEF1",,,"IQGAP2",,"TRIM36","CNKSR2","TAGLN","DDX6",,,"TAGLN","DDX6","LGALS9","CD37","GJA10","RBMY2FP","ASPN","KIT","LOC100507605","ALLC","LGALS9","CD37","MAOB","ENG","FGFBP1","KCNG1"
,,"IL1R1","TAF9","BDKRB2","SQRDL","HSPA13","MPZL2","MIPOL1","HDGFL1","ENPP1","PLK2","HLCS","OLFML2A",,,"FES","GGT5","ERG","FHL2","AP4S1","AMMECR1L","SNX18","YIPF3","DPT","HIC2","GNA14","GOT1","DNMBP","GCH1","ZFHX2","MAST2","MAFK","ECM1",,,,,"ADAM22","F9","MYH3","PRKCD","VPREB1","ENTPD2","ABCD1","MEP1B","QTRT1","CEACAM5","CASC5","GPT","ADAM23","MAFF",,,"LOC642645","NPAS1","CDCA8","MMP25","C9orf41","EMID2","IL3RA","MLF2","RGS18","PRIM1","NCBP1","GTDC1","ALG13","PCDH9","SLC39A8","ABCC4","MLL2","MDFI","SP1","CBR4","MXD3","KCNA2","ROCK1","SCG5","RGS14","HOXA2","SPHK2","CHD5","TREM2","SALL2","CENPF","WNT10A","C15orf5","C8B","BARD1","CEACAM21","KCTD3","IL8","JUNB","C10orf35","UXT","RHOU","LOX","CLEC11A","NOTUM","FAM134B","ADCY2","RAB9BP1","UNC5C","TMEM51","PIK3R3","STC2","ID2","FZD6","SLC14A1","CDKL2","HCRT","DCLRE1A",,,"CALCA","TMEM218","GREB1","NRM","TSPAN33","SCN2A","SERPINB1","PLA2G6","PEX19","INCENP","SMEK2","B4GALT4",,,,,"FAM164C","RHOB","TG","SPINT1","WSCD2","C11orf80","NAT8B","SLC28A2","BNC1","MYO1E","SLC22A18","SERINC1","TMCC2","SLC7A6",,,,,"SLC7A2","SLC22A18",,"CCDC26","ZNF280C","TTC30B","CRIP3","MAP2","GPR65","C2orf54","HIST1H2BB","TRAPPC10","HRSP12","CASP6","PLAUR",,,"LOC340888",,"MTMR11","OR1A1","TM4SF4","LRCH1",,,"TM4SF4","LRCH1","IGFBP2","NPPB","DPT","PRB4","SLC6A20","CRYM","MORC1","WNT7A","IGFBP2","NPPB","JMJD5","ANP32C","TMEM144","TM4SF5"
,,"PAK3","BCL2","ODZ3","RHOQ","FOLR1","TTC9","NLRX1","SNORD22","ZDHHC5","FANCC","TROAP","ADRA1B",,,"GATA1","PCGF2","SCAF11","SMOX","UFSP2","NT5E","TCEAL7","MBL2","MGAT4B","VAT1","ZNF385A","ST6GALNAC6","KCNQ1","OBFC2A","AURKC","IL1RL1","ORC2","KANK3",,,,,"JUP","EPX","PCSK7","IGF2","MAP3K2","DTNB","RNASE2","PRODH2","TTR","AMELX","HRC","KCNQ4","NR4A3","NDC80",,,"HSD17B7P2","SAMD1","RHBDL2","SCFD2","CA7","SOCS1","RCAN2","SMAD2","RGS1","ILF2","SVIL","PRPS1","PTER","GOLM1","TRPS1","FGF1","MFSD6","ADCY8","CUL9","TNFRSF11A","RFC4","CCR3","FKSG2","POMT2","PAQR4","C8G","APOA4","CYP2U1","STAG3","CXCR6","CP","RDH5","RYR2","ASCC1","RECQL4","ALDH1A2","RBM14","PIGV","KLF1","KRT13","ICAM1","LAMB1","KRT17","ATP8B2","CD38","SMPD2","FZD8","FBXW4P1","EVI5","TACR3","LANCL1","CLSPN","SNCAIP","ZC3H12A","ASIP","MYO15A","CXCR3","KRT8P12",,,"PHOX2B","PTPN21","ASPH","PCOLCE","RNASE4","KCNN4","IRX4","ZBTB8A","KRT18","CA2","DNAJC7","GRTP1",,,,,"MRPL12","FRY","CXorf21","HS3ST3B1","ISL1","TBC1D9","FGF16","ZC3H12A","BCL9","GALNT3","USP33","CAPZA2","HSPG2","NDST1",,,,,"ARRB1","ADAM9",,"ORM1","RET","GFPT1","CXCL16","ADORA3","UNK","H2AFJ","AFP","DCAF10","HSD17B2","SLC25A13","KIAA0415",,,"SCGB1D1",,"TRIM52","CCL21","LOC390998","CDK5R1",,,"LOC390998","CDK5R1","THNSL2","AKT2","SIDT1","BIRC3","CACNA1S","C7orf63","IL10RA","IKZF1","THNSL2","AKT2","RGS6","LOC440334","DPYSL3","FADS1"
,,"IDH1","VPREB3","ELOVL2","TGFB2","KLF10","TBC1D8","GDF3","CSF1","FZD9","MBD2","APBA3","PART1",,,"TUBA4A","GP2","MYO1C","MALL","FAM63A","SRP72","C11orf10","ILF2","PDZRN3","GIPC1","RMND1","VILL","CHRD","NQO2","UBE2H","DCP2","LRRC17","LOC650845",,,,,"OSGEPL1","APAF1","LOC399491","OR10C1","CFHR1","CLDN6","PI15","S100A3","HOXB3","CHRNA10","TNFRSF8","CCL2","ST8SIA1","KHDRBS3",,,"RUFY2","CHRDL2","MTMR11","LOC100289019","RNF220","DNAJC22","GDNF","FBXO6","TUBB3","CCL5","HES1","GSTZ1","ELOVL6","SIX2","PDCD4","HEG1","IMPG2","GRIN2C","PTK2B","ELF1","IFIT1","OPA3","MAP2K4","ATXN1","ABHD2","RAD17","AIM1L","PIP","TTLL3","FGF17","SLIT3","SSBP2","C11orf95","CCDC86","AP1G2","IL8","ZNF32","WNT16","LTB","KRTAP13-1","PTRF","TFF3","KRT16","LIPF","DAPP1","RAMP2","FLJ11827","B3GALT4","SERPINI1","WNT5B","SOD2","BDKRB2","ATXN3","CHST2","CDH11","SPOCK2","BBOX1","CLMN",,,"CRYBG3","UBTD1","MINA","CTIF","RAB8A","TNFAIP2","LRRC4","SFRP1","PHF8","BEX2","CSDE1","CDK1",,,,,"VARS","SORL1","PRKG1","C10orf2","H2AFJ","MAGIX","THEG","UGT8","HINFP","LMAN1","LY75","ARHGEF15","C1orf105","LYPD1",,,,,"TIPIN","TAX1BP3",,"FAM203A","VARS","LY6K","MCTP2","SETBP1","ABHD2","DCC","SLC26A4","ACTL6A","CBR4","PLEKHA2","RGS3",,,"BRIP1",,"FBXO22","EDDM3A","PODNL1","APOBEC3G",,,"PODNL1","APOBEC3G","PLBD1","HAS2","DPEP2","LOC646649","ABCA3","OCLM","CHRM5","AKT2","PLBD1","HAS2","PCDHB13","KREMEN2","TMEM53","CXCR4"
,,"MMP7","RHBDL3","SNX7","SEPT10","CBR4","RRAGD","ZNF436","UBE2T","MUC3A","EIF2A","SCO2","MLL",,,"CATR1","DCAF7","MPI","HTR6","PLCD1","UFM1","C10orf58","PRMT5","PPP1R3C","ARRDC4","RECK","KCNQ1","GEMIN2","COQ4","C16orf80","DMTF1","EIF2S3","DSG2",,,,,"ZP4","LOC647070","CCK","PODXL","CMBL","UGT8","SETD4","NFKBIL1","ATP6V1B1","ANXA10","TEF","GHRH","MATK","GP1BB",,,"FUBP3","ATRNL1","WNT5B","CALML4","NPY5R","PRPS1L1","CYP7B1","AURKB","TJP1","LIMS1","PTER","SECISBP2L","ELOVL5","PACS1","CCDC6","CEBPD","PRSS8","HIST1H3I","MVD","SLC28A1","PTGDS","LOC155060","C19orf50","FCN2","GPR12","SLCO2B1","SCNN1D","LRMP","NRIP2","SLC43A1","TIFA","DIO1","SLC23A2","RPAP1","FRAT1","MON1B","GPT","CLN6","TMEM121","THRA","AOAH","S100A1","ABCA2","ARHGEF16","SPTBN4","C4orf34","PRDM14","SLC1A3","OSBPL10","VLDLR","EGR1","C3AR1","BLNK","SUN2","FJX1","FAM46C","C15orf31","CPEB3",,,"CEBPB","C11orf9","CRYBG3","CCDC107","RASA2","EML3","USP18","CLN6","KRT79","ETHE1","B2M","EFTUD2",,,,,"PRC1","EVI2A","PCDHB3","RRP7B","KCNS1","AP3M2","LPA","BMP10","CCNG2","GTF2H5","PAFAH2","ACOT11","PAQR5","JUN",,,,,"PTPLA","CLK4",,"BEX2","ANKLE1","DENND1B","PROK2","C13orf15","RASGRP3","EPB41","ABCG5","DEFB4A","GCH1","FLRT3","ANPEP",,,"OR56B1",,"SLC4A5","NAV2","YBX2","CRISP1",,,"YBX2","CRISP1","NSUN6","CEACAM3","TSHB","COL9A1","ADAMTSL2","GABRA5","PROC","MMP20","NSUN6","CEACAM3","GPNMB","ARHGAP24","TPM1","C14orf132"
,,"APC2","HMGB3","PGR","SEC23A","NOC3L","WIPI1","TIRAP","SLC35E1","GLA","ABCE1","FAM182B","HLA-DRB6",,,"FBP2","HGFAC","ALOX5","NFE2","DCP1B","HPCAL1","LOC653602","MT1F","KCNAB3","GLDC","SFRP2","SAA4","CTNS","HMOX1","RRP7A","PGAP1","BCLAF1","MYO1F",,,,,"PLXNB1","GPR63","HDHD3","NME3","CEACAM1","CLDN8","SLC10A2","CRHR1","GRK4","PPEF1","RASA3","EFNA1","BASP1","C19orf21",,,"LOC401588","DCLRE1B","LOC642441","QTRT1","ZNF436","VWA3B","CTSJ","IFIT2","SPOCK2","CLPTM1","TM4SF1","ALDH4A1","PSPH","ACSL1","PKP4","ETV5","FKBP6","PAIP2B","TGFBR1","ZNHIT2","HCFC1R1","NES","NLGN1","LOC390940","BCL2L11","BMX","SCN10A","CMKLR1","MAGEL2","ONECUT2","EAF2","GSTM1","STMN3","TSC22D3","MEGF8","IL11RA","TMEM115","SNX17","PTGIS","SEMA4G","ZCCHC10","CAPN6","PRCC","STIM1","DBR1","BMP2","GABRG2","ADAM12","PDE4B","ZNF639","PRPF6","CDCP1","SOX2","VNN1","MLANA","SLC16A7","LOC57399","EFNA3",,,"DUSP16","FAM107B","ABCC9","BEST2","DPP8","CRYGA","CD44","GRM8","COA5","PATE4","C17orf62","SNTA1",,,,,"AOC2","RBM47","SEPT10","TET3","GALR3","RHBDF2","TINAGL1","CDH5","EFNB2","RPS20P14","EDN3","SERPINI1","MRPS6","ADAM22",,,,,"HMGN5","GALC",,"CDC42EP3","SELL","KMO","OBSL1","MFAP3L","GPATCH2","PRODH","GCKR","NUP153","PDPN","RALA","NETO2",,,"IL18R1",,"PVT1","SHH","COLEC10","ERC2",,,"COLEC10","ERC2","SERPINA10","A2M","CAMK1","ANKRD36BP2","BRDT","LOC147343","PSG7","HTR7","SERPINA10","A2M","ENPP1","IFNA7","PIAS3","FN1"
,,"UNC93B1","FMNL3","HIST1H2BD","BACE2","SLC7A2","CXADR","CFB","KRTAP6-3","COX6A2","MATR3","HIST2H4A","GAPDHS",,,"CHRNB2","ADRA2A","CBLN1","INTS9","IFIT2","DDIT4L","PLEKHG4","C13orf27","S1PR3","SUSD4","TCF21","ROPN1L","MESP2","HTT","NOX1","LPCAT4","NCOA3","FPGS",,,,,"COL7A1","COQ4","BHLHE40","ANKRD11","PIM2","KCNK4","SLC17A1","RECQL4","ATP4B","MT1G","GNRH2","CYP26B1","NAV3","ANKRD1",,,"SPAG11A","EGR2","PTK2B","WDR4","COQ4","GP2","FRZB","C17orf49","NAP1L1","AKAP6","PLCB1","GBAS","TDRD7","RAB5C","PCSK6","PSMB9","RAPGEF5","LRRC8B","CLSPN","PTGDS","RNF19A","PAQR5","SLC12A5","PRKG2","SV2B","HIST1H1E","HAND1","THBS2","CX3CL1","ZNF20","MBOAT1","C16orf5","IFT140","EIF2B3","FANCA","TNFRSF10C","FGR","LRFN3","MKI67IP","APOC4","HARS2","CTGF","BAG5","PKDREJ","ECH1","TINAGL1","PRODH","LOC440792","LEPR","BMP5","ECH1","POMT2","DMD","DDX11","VIM","PFKFB4","CLIC2","LDOC1",,,"CTNNAL1","SNTA1","GABRA3","RDH12","CTBS","ELAVL3","ANXA11","MSH6","AKAP9","LCK","HTRA1","MBD3",,,,,"MSH2","MARCKS","RNASE2","PUS7","CD72","SH2D4A","C19orf21","MYH4","TGIF1","VPS39","ACVRL1","NDRG4","SPRY2","TLE3",,,,,"MCM10","RPS6KC1",,"CA8","GDA","SPRED1","PCDH8","SQSTM1","HBEGF","C5","DEFA5","HSPB6","FADS2","EXPH5","SLC30A1",,,"GCKR",,"SIGLEC15","FRMPD1","ACTG2","RRAGD",,,"ACTG2","RRAGD","TNFSF10","C1orf114","LOC440925","OSGIN1","TACR2","SLC12A3","ACHE","SLC16A8","TNFSF10","C1orf114","SSTR4","MLXIPL","TFF1","TMEM47"
,,"NOTCH2","POLA2","NMU","SAT1","ASCL1","MALL","MST1R","SHC1","KLK6","NXF1","FAM49A","FAM50A",,,"SPTLC2","psiTPTE22","RLBP1","RAB31","KIAA0528","MNAT1","C1orf52","NMB","NAT8","FKBP8","SLC37A4","HIC2","MMAA","TPH1","KHDRBS2","TDRD3","CCNE1","LHX2",,,,,"COL15A1","C8orf51","HMG20A","HMX1","NGF","CLEC16A","CRYGC","GJB1","CYP27B1","ETV5","EGFL6","SLC27A6","HSPA2","FYN",,,"OLFM1","FAM158A","C11orf95","WDR83","TREML1","TRIM15","TRAPPC6A","PSMB9","ABLIM1","MDH2","BCL2L11","RLN2","SLC16A6","PDLIM7","CSTA","GABBR2","LMOD1","DPEP1","SYN1","GPR116","PUS7","TMC7","SRD5A2","TRIM58","SMAP1","UGT2B15","CLCA3P","IL17A","SERPINB9","SCAND2","NFKBIZ","TREH","ZNF443","ACACA","IRS4","PPAP2B","PKD1","TSKS","UXT","FMNL3","WDR75","UNC5B","TGFB1I1","MLLT1","TAF1C","RNF128","ZBED2","SLC1A5","DLK1","CDC42EP2","PADI2","CCND1","EPHA3","KCNJ15","FLJ43663","HPR","SPRR2B","KLRD1",,,"SEMA5B","TRAFD1","DPRX","BCL2L11","CCL2","IRF6","KIAA1161","SLBP","SERPINB1","C3orf37","RAP2C","DCTPP1",,,,,"SRR","ARHGAP25","GEM","ELMO3","CAMK1G","HTR4","DIRAS2","LEPREL2","HAUS3","ZNF84","TBX2","TGIF2","THBD","SOCS6",,,,,"BHLHE40","MS4A4A",,"ZDHHC23","DKFZP564C152","GNPDA2","PODXL","TRIB1","WDR19","CCDC82","AKT2","TUFT1","TIMP4","HIST1H1C","GTF2E1",,,"LOC728485",,"NSUN6","DGKQ","PROP1","EFCAB6",,,"PROP1","EFCAB6","RUNDC3B","IGFBP3","MYH7","FAM30A","HSD17B2","SCG5","PLCH2","CRYAA","RUNDC3B","IGFBP3","KCNJ14","CFHR2","AKR1C3","CHST2"
